category,price,rating,stock,discount,final_price
A,3144.0,1.377917757150986,In Stock,23.0,2420.88
A,1151.0,4.488094881666713,In Stock,20.0,920.8000000000001
A,1439.0,1.49980892352359,In Stock,28.0,1036.08
A,7939.0,1.8201379880557416,Out of Stock,48.0,4128.28
A,7484.0,3.3452162889901467,In Stock,40.0,4490.4
A,6991.0,1.0991491374509073,In Stock,21.0,5522.89
A,3592.0,3.7969776703120193,Out of Stock,35.0,2334.8
A,6229.0,4.089846407785176,In Stock,6.0,5855.259999999999
A,6336.0,3.648349511115054,In Stock,11.0,5639.04
A,887.0,3.998443339610503,Out of Stock,0.0,887.0
A,6869.0,3.010511245777053,Out of Stock,49.0,3503.19
A,5398.0,2.939921335737986,In Stock,31.0,3724.62
A,3330.0,2.9223576661082267,In Stock,17.0,2763.9
A,234.0,3.9572129827064617,In Stock,24.0,177.84
A,5080.0,2.1172213117371106,Out of Stock,1.0,5029.2
A,4209.0,1.8401845299243047,In Stock,44.0,2357.0400000000004
A,6808.0,3.5813497144954445,In Stock,49.0,3472.08
A,6016.0,1.844219155421802,In Stock,1.0,5955.84
B,1076.0,3.472829214829641,Out of Stock,12.0,946.88
B,9772.0,4.386476093744632,In Stock,1.0,9674.28
B,4688.0,1.0136444576261732,Out of Stock,39.0,2859.68
B,8240.0,3.652888297989315,In Stock,48.0,4284.8
B,1666.0,4.497136106077314,In Stock,23.0,1282.82
B,6750.0,2.240162267358838,In Stock,21.0,5332.5
B,8991.0,2.1020779963290512,Out of Stock,2.0,8811.18
B,8598.0,4.07081049373118,Out of Stock,29.0,6104.58
B,7656.0,2.7814611526467017,In Stock,20.0,6124.8
B,5995.0,3.0914451422446763,In Stock,18.0,4915.900000000001
B,6216.0,3.885563881931149,Out of Stock,10.0,5594.400000000001
B,3019.0,3.434520377922623,In Stock,44.0,1690.64
B,3064.0,2.9747131160007165,In Stock,13.0,2665.68
B,141.0,2.0441359764942715,In Stock,15.0,119.85
B,3178.0,4.16597742839049,In Stock,20.0,2542.4
B,5235.0,1.8234310555409712,Out of Stock,11.0,4659.15
B,6103.0,1.6178056362897633,Out of Stock,45.0,3356.65
B,4397.0,4.09886325085372,In Stock,13.0,3825.39
B,1241.0,3.7281744313784952,In Stock,9.0,1129.31
B,906.0,2.2542244098885296,Out of Stock,25.0,679.5
B,5973.0,2.7504142463770838,In Stock,42.0,3464.3400000000006
B,1378.0,4.810703849967366,In Stock,42.0,799.2400000000001
B,7356.0,1.8205936286494948,In Stock,11.0,6546.84
B,4364.0,3.4911783151543307,Out of Stock,35.0,2836.6
B,5499.0,4.118607924812325,Out of Stock,48.0,2859.48
B,4963.0,2.631434918226218,In Stock,35.0,3225.9500000000003
B,702.0,2.2388522777506017,In Stock,45.0,386.1
B,9699.0,1.9970814585939085,In Stock,41.0,5722.410000000001
B,7574.0,4.5977691516254655,Out of Stock,28.0,5453.28
B,1425.0,3.747818332982504,In Stock,40.0,855.0
B,2804.0,1.093120035659791,Out of Stock,42.0,1626.3200000000002
B,7475.0,1.3853874993597444,Out of Stock,44.0,4186.0
B,2134.0,3.1163714465775616,Out of Stock,0.0,2134.0
B,7472.0,3.5780314983987744,In Stock,42.0,4333.76
B,4618.0,2.009455209138025,Out of Stock,12.0,4063.84
B,3509.0,3.758170723112773,In Stock,33.0,2351.0299999999997
B,4711.0,3.829284295339148,In Stock,33.0,3156.37
B,3870.0,4.292567764648681,Out of Stock,21.0,3057.3
B,5639.0,3.882058260924057,Out of Stock,14.0,4849.54
B,8740.0,1.7579877406222764,Out of Stock,37.0,5506.2
B,5140.0,2.447585241902818,Out of Stock,17.0,4266.2
B,9502.0,4.830796215227716,In Stock,49.0,4846.02
B,6512.0,2.098468779297668,In Stock,34.0,4297.919999999999
B,6483.0,1.1300987495383437,Out of Stock,12.0,5705.04
B,9877.0,2.4585776056534736,In Stock,37.0,6222.51
B,4795.0,4.011203578614811,In Stock,16.0,4027.7999999999997
B,6445.0,1.4593656000772106,Out of Stock,31.0,4447.049999999999
B,5167.0,4.250612728938442,In Stock,31.0,3565.2299999999996
B,3394.0,2.852289927135028,Out of Stock,11.0,3020.66
B,2488.0,2.487798884076299,In Stock,47.0,1318.64
B,1329.0,3.9410357922533175,In Stock,31.0,917.0099999999999
B,8594.0,4.747326354098632,Out of Stock,9.0,7820.54
B,1586.0,4.568139876601164,Out of Stock,9.0,1443.26
B,2136.0,4.131789561638918,Out of Stock,6.0,2007.84
B,2443.0,4.444350795507535,In Stock,27.0,1783.3899999999999
B,1101.0,3.2450944478750494,Out of Stock,42.0,638.58
B,9041.0,4.718581080022467,Out of Stock,42.0,5243.780000000001
B,9164.0,4.525919840386209,In Stock,2.0,8980.72
B,5694.0,4.794151328211388,Out of Stock,47.0,3017.82
B,6014.0,2.740670957561945,In Stock,7.0,5593.0199999999995
B,4715.0,4.057045455412436,Out of Stock,30.0,3300.5
B,2807.0,1.3806677003779615,Out of Stock,34.0,1852.6199999999997
B,1580.0,1.25118001037103,In Stock,20.0,1264.0
B,5182.0,1.827760519685472,Out of Stock,1.0,5130.18
B,9752.0,4.465997245320272,In Stock,29.0,6923.92
B,6602.0,1.6291957035822064,Out of Stock,28.0,4753.44
B,6456.0,4.790299401611351,Out of Stock,15.0,5487.599999999999
B,7431.0,3.5174456287046185,Out of Stock,20.0,5944.8
B,8711.0,4.488839993338615,In Stock,5.0,8275.449999999999
B,6204.0,3.803964327321224,In Stock,27.0,4528.92
B,2875.0,2.6846062729408637,In Stock,13.0,2501.25
B,9660.0,1.6029732109621286,In Stock,13.0,8404.2
B,1354.0,4.168446392320217,In Stock,14.0,1164.44
B,653.0,1.9007010249149936,Out of Stock,6.0,613.8199999999999
B,4382.0,2.74450124932976,In Stock,39.0,2673.02
B,166.0,4.166715605612955,Out of Stock,1.0,164.34
B,2815.0,1.272567327311628,In Stock,1.0,2786.85
B,6290.0,4.403846454366073,Out of Stock,34.0,4151.4
B,2564.0,1.0707419118643475,Out of Stock,0.0,2564.0
B,4466.0,2.6048441093716592,In Stock,17.0,3706.7799999999997
B,2281.0,3.942969008675178,Out of Stock,40.0,1368.6
B,4517.0,2.223675516470062,In Stock,43.0,2574.69
B,1160.0,3.3629090517254503,Out of Stock,33.0,777.1999999999999
B,6835.0,3.977712863449727,In Stock,24.0,5194.6
B,4680.0,3.600736411956428,In Stock,10.0,4212.0
B,8761.0,1.1723976920442256,Out of Stock,10.0,7884.900000000001
B,2257.0,1.90938569826758,In Stock,45.0,1241.3500000000001
B,373.0,2.255441320160187,In Stock,0.0,373.0
B,843.0,2.752754219152913,Out of Stock,48.0,438.36
B,8525.0,4.440149062018778,In Stock,35.0,5541.25
B,4573.0,1.8230936667496571,In Stock,5.0,4344.349999999999
B,2997.0,1.1906524666363043,In Stock,16.0,2517.48
B,3420.0,1.1848571459127912,In Stock,19.0,2770.2000000000003
B,9812.0,3.75916033493222,In Stock,25.0,7359.0
B,7731.0,4.365546101525959,In Stock,32.0,5257.08
B,4734.0,2.732656991237321,Out of Stock,0.0,4734.0
B,1695.0,3.137216935730504,In Stock,7.0,1576.35
B,4242.0,3.993229233892656,Out of Stock,47.0,2248.26
B,7799.0,1.6778582085029523,In Stock,21.0,6161.21
B,3365.0,4.175149077636549,In Stock,29.0,2389.15
B,5429.0,1.746249651651913,In Stock,6.0,5103.259999999999
B,1493.0,3.3836236749501865,Out of Stock,45.0,821.1500000000001
B,8260.0,1.2885826856726457,Out of Stock,16.0,6938.4
B,5904.0,4.421146603344385,Out of Stock,31.0,4073.7599999999998
B,3923.0,1.4750528082467311,In Stock,10.0,3530.7000000000003
B,6363.0,3.740762109598029,Out of Stock,13.0,5535.81
B,5194.0,3.016283432098636,Out of Stock,12.0,4570.72
B,7901.0,3.881902706335059,In Stock,31.0,5451.69
B,8493.0,3.79811778636372,Out of Stock,3.0,8238.21
B,3621.0,3.269276521310058,In Stock,16.0,3041.64
B,4930.0,3.321333154322702,Out of Stock,9.0,4486.3
B,8569.0,4.300744483993222,In Stock,42.0,4970.02
B,5557.0,2.917713789824017,Out of Stock,14.0,4779.0199999999995
B,5031.0,1.8642170364748043,In Stock,25.0,3773.25
B,5054.0,1.893145253491221,In Stock,5.0,4801.3
B,8722.0,3.39118847782968,In Stock,26.0,6454.28
B,4377.0,2.5852738600470944,Out of Stock,23.0,3370.29
B,6381.0,4.1717808137240535,Out of Stock,31.0,4402.889999999999
B,2998.0,4.0855145915665805,In Stock,7.0,2788.14
B,288.0,2.001250539770596,In Stock,11.0,256.32
B,8686.0,4.033833309413983,Out of Stock,11.0,7730.54
B,4700.0,1.3115500364157064,Out of Stock,22.0,3666.0
B,7293.0,1.9581009208137077,In Stock,29.0,5178.03
B,8205.0,4.755317544912339,Out of Stock,35.0,5333.25
B,4061.0,2.882858329954204,In Stock,28.0,2923.92
B,5510.0,3.782282474356516,Out of Stock,17.0,4573.3
B,1202.0,3.2485700974957537,Out of Stock,39.0,733.22
B,8060.0,1.9058024886644624,Out of Stock,43.0,4594.200000000001
B,8642.0,4.002560277890535,Out of Stock,48.0,4493.84
B,7416.0,3.1709437574344688,In Stock,34.0,4894.5599999999995
B,7843.0,4.764716532259818,Out of Stock,0.0,7843.0
B,7038.0,3.759453412523408,Out of Stock,41.0,4152.420000000001
B,9319.0,3.479063511857313,In Stock,28.0,6709.679999999999
B,8643.0,1.7295058331033268,Out of Stock,12.0,7605.84
B,8340.0,2.961243301928114,Out of Stock,33.0,5587.799999999999
B,7274.0,1.9050049332868788,In Stock,7.0,6764.82
B,1328.0,1.1879353427254578,In Stock,44.0,743.6800000000001
B,9362.0,1.307786699846018,In Stock,13.0,8144.94
B,4222.0,4.213202927733002,In Stock,20.0,3377.6000000000004
B,3003.0,2.716204723065629,Out of Stock,7.0,2792.79
B,4242.0,1.2409129226548612,Out of Stock,23.0,3266.34
B,9122.0,3.588629928008624,In Stock,45.0,5017.1
B,5850.0,2.264393100564309,Out of Stock,43.0,3334.5000000000005
C,3441.0,2.0725125805758653,In Stock,37.0,2167.83
C,1125.0,2.84810954028506,In Stock,40.0,675.0
C,5176.0,4.094455392438393,Out of Stock,40.0,3105.6
C,2396.0,2.9057578305433585,Out of Stock,6.0,2252.24
C,2122.0,4.86095167402677,Out of Stock,29.0,1506.62
C,4037.0,1.4799516752759847,In Stock,43.0,2301.09
C,9911.0,4.492138043762864,In Stock,46.0,5351.9400000000005
C,8305.0,2.9378833606705044,In Stock,31.0,5730.45
C,9870.0,2.8036864935783328,Out of Stock,37.0,6218.1
C,3212.0,1.0910642742450496,In Stock,0.0,3212.0
C,136.0,4.919616415138267,In Stock,12.0,119.68
C,9615.0,2.845403294594589,In Stock,41.0,5672.85
C,4784.0,1.5226824999001147,In Stock,48.0,2487.6800000000003
C,9372.0,2.3077383007026238,Out of Stock,26.0,6935.28
C,698.0,1.0003662024741131,In Stock,39.0,425.78
C,4351.0,4.134765173710846,Out of Stock,5.0,4133.45
C,2841.0,4.608064614784771,Out of Stock,4.0,2727.3599999999997
C,7630.0,3.475272523514235,In Stock,0.0,7630.0
C,9306.0,4.131448623805925,In Stock,18.0,7630.920000000001
C,7873.0,3.9918837757784704,Out of Stock,42.0,4566.34
C,6836.0,2.9146062714870578,In Stock,17.0,5673.88
C,1349.0,3.6871301770289926,Out of Stock,35.0,876.85
C,6046.0,1.2165108660654584,In Stock,12.0,5320.4800000000005
C,9341.0,3.8028267178081943,In Stock,15.0,7939.849999999999
C,9500.0,1.0873948873090875,In Stock,30.0,6650.0
C,1039.0,2.9446429985805467,Out of Stock,44.0,581.84
C,9942.0,3.098893348517028,In Stock,41.0,5865.780000000001
C,2410.0,3.0206004122632315,Out of Stock,3.0,2337.7
C,1549.0,4.9201060080712615,Out of Stock,49.0,789.99
C,3051.0,1.0526185086774729,In Stock,41.0,1800.0900000000001
C,131.0,1.5132316203787592,Out of Stock,34.0,86.46
C,1189.0,4.957681199304233,Out of Stock,34.0,784.7399999999999
C,9007.0,4.094627906154061,In Stock,15.0,7655.95
C,4045.0,2.8659416778237192,In Stock,20.0,3236.0
C,7953.0,2.73007516391511,Out of Stock,49.0,4056.03
C,3235.0,1.6284740844764531,Out of Stock,9.0,2943.85
C,6292.0,1.1557269813348965,Out of Stock,17.0,5222.36
C,8447.0,4.526252556068596,Out of Stock,20.0,6757.6
C,9601.0,1.232166248981582,Out of Stock,29.0,6816.71
C,5296.0,2.7415569027617632,Out of Stock,34.0,3495.3599999999997
C,1956.0,4.9655795654160055,In Stock,31.0,1349.6399999999999
C,4820.0,2.7722747646944583,In Stock,45.0,2651.0
C,7216.0,4.522072770322114,In Stock,38.0,4473.92
C,6262.0,2.957987474456888,Out of Stock,29.0,4446.0199999999995
C,2608.0,1.8730838175058309,In Stock,8.0,2399.36
C,8507.0,4.575949016312601,Out of Stock,41.0,5019.130000000001
C,9290.0,1.2230012577772382,In Stock,22.0,7246.2
C,1551.0,3.931882518751572,Out of Stock,23.0,1194.27
C,3182.0,4.874851836156545,In Stock,49.0,1622.82
C,439.0,2.364554354883883,In Stock,0.0,439.0
C,2080.0,1.4009465285284022,In Stock,27.0,1518.3999999999999
C,7911.0,2.7657386196907554,Out of Stock,37.0,4983.93
C,7953.0,1.572071265516846,In Stock,39.0,4851.33
C,8597.0,3.517120302288795,In Stock,23.0,6619.6900000000005
C,1132.0,2.043756275903754,Out of Stock,12.0,996.16
C,7417.0,3.516107651706844,In Stock,43.0,4227.6900000000005
C,8398.0,3.407813914668218,Out of Stock,4.0,8062.08
C,6339.0,4.250495609070635,Out of Stock,19.0,5134.59
C,6083.0,2.2334745161481906,Out of Stock,36.0,3893.12
C,9524.0,4.145427581692623,Out of Stock,9.0,8666.84
C,2466.0,2.521499443938243,In Stock,44.0,1380.96
C,1134.0,2.886833030618752,In Stock,15.0,963.9
C,3034.0,3.7693396638196175,Out of Stock,11.0,2700.26
C,4939.0,2.8041111070461184,In Stock,46.0,2667.0600000000004
C,6185.0,4.989849874633716,Out of Stock,39.0,3772.85
C,8417.0,4.97662740396623,Out of Stock,16.0,7070.28
C,6973.0,3.16106293507514,Out of Stock,39.0,4253.53
C,8564.0,3.7825261772369863,In Stock,34.0,5652.239999999999
C,9638.0,2.4844490643164896,Out of Stock,17.0,7999.54
C,8437.0,3.876005948019308,Out of Stock,21.0,6665.2300000000005
C,7720.0,1.0160041094225316,In Stock,43.0,4400.400000000001
C,1857.0,2.8763061330729176,In Stock,14.0,1597.02
C,4883.0,3.356603181776897,In Stock,20.0,3906.4
C,4088.0,2.866185077388362,Out of Stock,0.0,4088.0
C,1801.0,4.852242151770946,In Stock,18.0,1476.8200000000002
C,5294.0,3.168258002074569,Out of Stock,38.0,3282.28
C,5375.0,2.392243710003453,Out of Stock,47.0,2848.75
C,667.0,3.668340748490816,In Stock,41.0,393.53000000000003
C,1466.0,2.5340613320685823,In Stock,37.0,923.58
C,1250.0,2.805398279237349,Out of Stock,20.0,1000.0
C,1358.0,1.5106161458925813,In Stock,29.0,964.18
C,8596.0,4.573302123190464,Out of Stock,35.0,5587.400000000001
C,1258.0,4.516189227185093,Out of Stock,37.0,792.54
C,9391.0,3.8640201472357,In Stock,20.0,7512.8
C,6564.0,2.3503275400139074,In Stock,49.0,3347.64
C,9776.0,4.100424148041165,In Stock,13.0,8505.12
C,7400.0,2.7941732006435323,In Stock,18.0,6068.000000000001
C,4902.0,3.965778543877458,Out of Stock,31.0,3382.3799999999997
C,9119.0,2.5889490467889904,In Stock,10.0,8207.1
C,2330.0,3.5882837468157835,Out of Stock,19.0,1887.3000000000002
C,4894.0,2.511933277495864,Out of Stock,33.0,3278.9799999999996
C,9713.0,4.248103068220118,Out of Stock,46.0,5245.02
C,5135.0,1.3979580883377167,Out of Stock,43.0,2926.9500000000003
C,5131.0,4.236650018713776,In Stock,40.0,3078.6
C,6194.0,1.3518798216034758,Out of Stock,45.0,3406.7000000000003
C,9731.0,2.1834264982629024,In Stock,12.0,8563.28
C,2987.0,2.201141319570443,In Stock,31.0,2061.0299999999997
C,2087.0,2.6473426988442728,In Stock,37.0,1314.81
C,1972.0,2.2472597886538628,In Stock,10.0,1774.8
C,3305.0,3.9267984425107385,In Stock,5.0,3139.75
C,6617.0,3.613701308184707,In Stock,13.0,5756.79
C,9686.0,1.7999740116247285,Out of Stock,19.0,7845.660000000001
C,3481.0,3.041725997087996,In Stock,26.0,2575.94
C,9832.0,4.967090649554048,Out of Stock,2.0,9635.36
C,3826.0,3.821176637821326,In Stock,43.0,2180.82
C,6491.0,3.65187530877077,Out of Stock,18.0,5322.620000000001
C,8063.0,2.954655793120616,In Stock,44.0,4515.280000000001
C,624.0,1.1772988848547423,Out of Stock,40.0,374.4
C,2571.0,1.2425196422667808,In Stock,22.0,2005.38
C,1260.0,3.628810070923449,Out of Stock,43.0,718.2
C,6139.0,3.71436538530155,Out of Stock,13.0,5340.93
C,2312.0,3.3255622754078424,Out of Stock,16.0,1942.08
C,6357.0,2.131057287913904,In Stock,5.0,6039.15
C,7869.0,1.9131177767875407,In Stock,40.0,4721.4
C,7973.0,3.9749198711535647,Out of Stock,13.0,6936.51
C,892.0,1.3146708410929242,Out of Stock,41.0,526.2800000000001
C,5707.0,1.9189810492587636,In Stock,30.0,3994.8999999999996
C,9301.0,1.3853477731016373,Out of Stock,17.0,7719.83
C,2347.0,4.459114967051758,Out of Stock,28.0,1689.84
C,7605.0,3.0350170529880938,In Stock,8.0,6996.6
C,8687.0,2.609026341804329,In Stock,19.0,7036.47
C,2463.0,2.946698992249034,In Stock,45.0,1354.65
C,1051.0,2.984321747954581,In Stock,10.0,945.9
C,9841.0,3.8094137869601727,In Stock,42.0,5707.780000000001
C,4005.0,2.026526908336027,Out of Stock,40.0,2403.0
C,4661.0,2.102019402424812,In Stock,19.0,3775.4100000000003
C,2501.0,2.6466048791164742,Out of Stock,22.0,1950.78
C,3163.0,1.930078186435462,In Stock,0.0,3163.0
C,5350.0,4.408158703019483,Out of Stock,27.0,3905.5
C,3017.0,3.398362562037509,In Stock,47.0,1599.01
C,2261.0,1.154137275042021,Out of Stock,11.0,2012.29
D,8555.0,2.3813933482220966,Out of Stock,22.0,6672.900000000001
D,4887.0,2.073943243443014,Out of Stock,26.0,3616.38
D,3650.0,4.831748595229658,In Stock,31.0,2518.5
D,8808.0,2.536594309582935,Out of Stock,13.0,7662.96
D,7564.0,2.576792877375157,In Stock,35.0,4916.6
D,5686.0,4.721427525804352,In Stock,24.0,4321.36
D,7866.0,4.453749925899485,Out of Stock,0.0,7866.0
D,5381.0,4.767811269419312,Out of Stock,10.0,4842.900000000001
D,3064.0,1.783514835878143,Out of Stock,22.0,2389.92
D,6313.0,1.5522474841308491,In Stock,10.0,5681.7
D,5950.0,4.415305570246785,In Stock,18.0,4879.0
D,1161.0,4.874558346923607,Out of Stock,30.0,812.6999999999999
D,9534.0,1.4683507339973354,Out of Stock,3.0,9247.98
D,2489.0,4.668760788357387,In Stock,42.0,1443.6200000000001
D,440.0,1.003436632335775,Out of Stock,10.0,396.0
D,5752.0,2.012980595337629,Out of Stock,4.0,5521.92
D,2242.0,4.464652126339724,Out of Stock,24.0,1703.92
D,9438.0,3.69118375024206,Out of Stock,36.0,6040.32
D,5681.0,4.728030580616512,Out of Stock,39.0,3465.41
D,4690.0,2.062145611959722,In Stock,13.0,4080.3
D,9847.0,3.6676485548287943,Out of Stock,49.0,5021.97
D,7759.0,3.0671954832176844,Out of Stock,39.0,4732.99
D,7810.0,1.481073746409081,In Stock,38.0,4842.2
D,3182.0,3.636535719006474,Out of Stock,5.0,3022.8999999999996
D,6415.0,4.984170226351978,Out of Stock,12.0,5645.2
D,5511.0,1.6928100984426524,In Stock,39.0,3361.71
D,9354.0,3.489575723985042,Out of Stock,25.0,7015.5
D,939.0,2.578323867647969,Out of Stock,42.0,544.6200000000001
D,1725.0,2.659357104571012,In Stock,26.0,1276.5
D,1140.0,1.4556688187098894,In Stock,38.0,706.8
D,4298.0,3.559395227223582,In Stock,40.0,2578.7999999999997
D,6164.0,4.305789482267322,Out of Stock,1.0,6102.36
D,407.0,2.7742698776847985,In Stock,44.0,227.92000000000002
D,8823.0,2.8330915256321045,Out of Stock,33.0,5911.409999999999
D,1672.0,1.044674854842429,Out of Stock,4.0,1605.12
D,255.0,3.1495754147196213,In Stock,33.0,170.85
D,2424.0,4.716295222880507,In Stock,49.0,1236.24
D,8571.0,4.147482152594931,In Stock,17.0,7113.929999999999
D,1183.0,2.746028971193752,Out of Stock,43.0,674.3100000000001
D,642.0,1.5983454005426196,Out of Stock,28.0,462.24
D,5217.0,4.83169109273329,Out of Stock,24.0,3964.92
D,4625.0,1.718143163550882,In Stock,36.0,2960.0
D,8035.0,4.801887865613869,Out of Stock,17.0,6669.049999999999
